integration_step,coord0,coord1,coord2,coord3,exec_time
232,-4,9,-7,0,20514
232,-4,10,-7,1,21213
232,-4,9,-8,1,23396
232,-4,9,-7,1,24528
232,-3,10,-7,1,31757
232,-3,9,-8,1,32514
232,-3,10,-8,1,32851
233,-4,9,-7,0,15778
233,-4,9,-8,0,17390
233,-4,9,-7,1,19918
233,-4,9,-8,1,22172
233,-4,9,-7,2,21671
233,-3,9,-8,0,24436
233,-3,9,-8,1,30672
233,-3,9,-7,1,26171
234,-4,9,-7,0,18528
234,-4,10,-7,0,18260
234,-4,9,-8,0,19835
234,-4,9,-7,1,21323
234,-4,9,-8,1,22638
234,-4,9,-7,2,23447
234,-4,10,-8,0,23524
234,-4,9,-8,2,25205
235,-4,9,-7,0,18106
235,-4,9,-8,0,20027
235,-4,10,-8,0,20833
235,-4,10,-8,1,22146
235,-4,9,-8,1,23729
235,-4,9,-8,2,26321
235,-3,9,-7,0,27110
235,-3,9,-8,2,45446
236,-4,9,-7,0,18502
236,-4,9,-8,0,19235
236,-4,9,-7,1,21263
236,-4,10,-8,0,21224
236,-4,9,-8,1,22495
236,-4,9,-7,2,23605
236,-4,9,-8,2,24729
236,-3,9,-8,1,36013
237,-4,9,-8,0,22192
237,-4,9,-7,0,22077
237,-4,9,-8,1,23295
237,-4,10,-8,1,22786
237,-4,9,-7,2,23617
237,-4,9,-8,2,27067
237,-3,9,-8,0,31357
237,-3,9,-8,2,40076
238,-4,9,-6,0,17117
238,-4,9,-7,0,19572
238,-4,9,-8,0,19971
238,-4,10,-8,0,19694
238,-4,9,-8,1,22183
238,-4,10,-8,2,24638
238,-4,9,-8,2,25381
238,-3,9,-8,1,34568
239,-4,9,-8,0,18861
239,-4,9,-7,0,18899
239,-4,10,-8,0,19292
239,-4,9,-8,1,24608
239,-4,9,-8,2,25239
239,-4,10,-8,2,26064
239,-3,9,-8,1,30962
239,-3,9,-8,2,43028
240,-4,9,-8,0,18767
240,-4,9,-7,0,20873
240,-4,9,-8,1,21957
240,-4,10,-8,1,21903
240,-4,9,-8,2,25278
240,-3,9,-8,0,26750
240,-3,9,-7,0,24095
240,-3,9,-8,2,38910
241,-4,10,-7,0,17353
241,-4,9,-7,1,21311
241,-4,9,-8,0,22223
241,-4,9,-8,1,22548
241,-4,9,-7,0,22749
241,-4,10,-8,2,25710
241,-4,9,-8,2,26754
241,-3,9,-7,0,26717
242,-4,10,-7,0,17167
242,-4,9,-8,0,18444
242,-4,9,-7,0,18712
242,-4,9,-7,1,20780
242,-4,10,-8,1,22134
242,-4,9,-8,1,24410
242,-4,9,-7,2,23969
242,-4,9,-8,2,24512
243,-4,9,-7,0,17472
243,-4,9,-8,0,18822
243,-4,9,-7,1,20159
243,-4,10,-7,0,20116
243,-4,9,-8,1,22404
243,-4,10,-8,1,22034
243,-4,10,-7,1,23760
243,-4,9,-8,2,25124
244,-4,9,-6,0,15611
244,-4,10,-8,0,18202
244,-4,9,-7,0,18496
244,-4,9,-8,0,19288
244,-4,10,-7,1,19718
244,-4,9,-7,1,20050
244,-4,9,-8,1,21216
244,-3,9,-7,0,24977
245,-4,9,-6,0,15192
245,-4,9,-8,0,18539
245,-4,9,-7,0,18646
245,-4,9,-6,1,18545
245,-4,9,-8,1,21307
245,-4,9,-7,1,21551
245,-4,10,-8,0,21428
245,-4,10,-8,1,20443
246,-4,9,-6,0,16447
246,-4,9,-7,0,17595
246,-4,9,-7,1,19442
246,-4,9,-8,1,21312
246,-4,10,-8,1,21146
246,-4,9,-8,0,21674
246,-3,9,-8,0,26756
246,-3,9,-7,1,30759
247,-4,9,-6,0,15469
247,-4,9,-7,0,16898
247,-4,9,-8,0,19687
247,-4,9,-6,1,19083
247,-4,9,-7,1,20228
247,-4,9,-8,1,22481
247,-4,9,-8,2,24175
247,-4,9,-7,2,24989
248,-4,9,-7,0,19549
248,-4,9,-7,1,22118
248,-4,9,-8,0,23372
248,-4,9,-8,1,24576
248,-4,9,-7,2,24804
248,-3,9,-8,0,29014
248,-3,9,-8,1,32312
248,-3,9,-7,1,33605
249,-4,9,-7,0,17009
249,-4,9,-8,0,18378
249,-4,9,-7,1,19825
249,-4,9,-8,1,22024
249,-4,9,-8,2,25367
249,-3,9,-7,0,26652
249,-3,9,-8,1,31578
249,-3,9,-7,1,31859
250,-4,9,-7,0,12866
250,-4,9,-8,0,17475
250,-4,9,-7,1,18023
250,-4,9,-8,1,22124
250,-4,10,-7,0,14425
250,-4,9,-8,2,23041
250,-4,9,-7,2,20915
250,-3,9,-8,0,21574
251,-4,9,-7,0,16977
251,-4,9,-8,0,19030
251,-4,9,-8,1,21414
251,-4,10,-8,2,25257
251,-4,9,-8,2,25675
251,-3,9,-7,0,28602
251,-3,9,-8,1,34100
251,-3,9,-8,2,40177
252,-4,9,-8,0,18671
252,-4,9,-7,0,18631
252,-4,10,-8,0,18477
252,-4,9,-7,1,20963
252,-4,9,-8,1,23007
252,-4,10,-8,2,24613
252,-4,9,-8,2,25594
252,-3,9,-8,1,32076
253,-4,9,-7,0,17961
253,-4,9,-8,0,18792
253,-4,9,-6,0,19315
253,-4,9,-7,1,21099
253,-4,9,-8,1,21786
253,-4,9,-8,2,25654
253,-3,9,-8,0,27067
253,-3,9,-8,1,35677
254,-4,9,-8,0,18988
254,-4,9,-7,0,19801
254,-4,9,-8,1,21671
254,-4,9,-8,2,26114
254,-4,9,-7,2,26092
254,-4,10,-8,1,27495
254,-3,9,-8,1,32151
254,-3,9,-8,2,45933
255,-4,9,-7,0,17359
255,-4,10,-7,0,17577
255,-4,9,-8,0,18753
255,-4,9,-8,1,21164
255,-4,9,-7,2,22921
255,-4,10,-8,2,24634
255,-4,9,-8,2,25688
255,-3,9,-8,2,33577
256,-4,9,-8,0,19234
256,-4,9,-7,1,22311
256,-4,9,-7,0,23343
256,-4,9,-8,1,23810
256,-4,10,-8,2,25855
256,-3,9,-7,0,27916
256,-4,9,-8,2,28720
256,-3,9,-8,2,40420
257,-4,9,-6,0,16403
257,-4,9,-7,0,18351
257,-4,9,-8,0,19426
257,-4,9,-7,1,20744
257,-4,9,-8,1,21459
257,-4,10,-7,1,21114
257,-4,9,-8,2,25153
257,-3,9,-8,1,30424
258,-4,9,-7,0,17826
258,-4,9,-8,0,20174
258,-4,9,-6,1,19758
258,-4,9,-7,1,20914
258,-4,9,-8,1,22836
258,-4,9,-8,2,25452
258,-4,10,-8,1,25141
258,-3,9,-8,1,32597
259,-4,9,-8,0,21588
259,-4,10,-7,1,22700
259,-4,9,-8,1,23554
259,-4,9,-7,1,23586
259,-4,10,-8,2,27082
259,-4,9,-8,2,28520
259,-3,9,-8,1,34078
259,-3,9,-7,1,31334
260,-4,9,-8,0,19556
260,-4,10,-8,0,20194
260,-4,9,-7,1,21304
260,-4,9,-8,1,23231
260,-4,10,-8,1,23472
260,-4,9,-8,2,28837
260,-3,9,-8,0,31273
260,-3,9,-8,2,40873
261,-4,9,-8,0,19549
261,-4,9,-6,1,20179
261,-4,9,-7,0,20638
261,-4,9,-7,1,21613
261,-4,9,-8,1,23337
261,-4,9,-7,2,24422
261,-4,9,-8,2,26396
261,-3,9,-8,1,36939
262,-4,9,-6,0,16229
262,-4,9,-7,0,17611
262,-4,9,-8,0,18922
262,-4,9,-8,1,21060
262,-4,9,-7,1,21406
262,-4,10,-8,0,19941
262,-4,9,-8,2,24453
262,-4,10,-8,2,23720
263,-4,9,-8,0,20230
263,-4,9,-7,0,20606
263,-4,9,-7,1,22184
263,-4,9,-8,1,23898
263,-4,9,-7,2,23935
263,-4,10,-8,0,25808
263,-4,9,-8,2,26344
263,-3,9,-8,0,30056
264,-4,9,-7,0,19298
264,-4,9,-8,0,20704
264,-4,10,-8,0,21886
264,-4,9,-8,1,23625
264,-4,9,-8,2,26529
264,-4,10,-8,2,26271
264,-3,9,-8,0,30530
264,-3,9,-8,1,37872
265,-4,9,-7,0,19480
265,-4,9,-8,0,21090
265,-4,9,-8,1,24988
265,-4,10,-8,1,27098
265,-4,9,-8,2,28813
265,-4,9,-7,2,28588
265,-3,9,-8,1,36005
265,-3,9,-8,2,44596
266,-4,10,-7,0,19455
266,-4,9,-7,0,20380
266,-4,9,-8,0,22073
266,-4,9,-8,1,23238
266,-4,10,-8,0,22995
266,-4,9,-8,2,26683
266,-4,9,-7,2,28621
266,-3,9,-8,0,32140
267,-4,9,-6,0,17585
267,-4,9,-7,0,20751
267,-4,9,-8,0,21205
267,-4,9,-8,1,23669
267,-4,9,-7,2,25590
267,-4,9,-7,1,25816
267,-4,9,-8,2,27159
267,-3,9,-7,2,39571
268,-4,9,-6,0,18926
268,-4,9,-8,0,21205
268,-4,9,-7,0,21039
268,-4,9,-8,1,23550
268,-4,9,-8,2,27337
268,-3,9,-7,0,29635
268,-4,10,-8,2,30435
268,-3,9,-8,2,42720
269,-4,10,-8,0,20876
269,-4,9,-7,0,21447
269,-4,9,-8,0,22692
269,-4,10,-8,1,24976
269,-4,9,-8,1,26426
269,-4,10,-8,2,26585
269,-3,9,-7,0,28360
269,-4,9,-8,2,30991
270,-4,9,-7,0,19562
270,-4,10,-8,0,21126
270,-4,9,-8,0,21822
270,-4,9,-8,1,23226
270,-4,9,-7,1,23139
270,-4,9,-8,2,27020
270,-4,10,-8,2,29160
270,-3,9,-8,1,36960
271,-4,9,-7,0,18479
271,-4,9,-8,0,23087
271,-4,9,-7,1,22071
271,-4,9,-8,1,25551
271,-4,10,-8,1,23814
271,-4,9,-7,2,26240
271,-4,9,-8,2,28321
271,-4,10,-8,2,30170
272,-4,9,-7,0,14684
272,-4,9,-8,0,16304
272,-4,9,-7,1,21617
272,-4,9,-8,2,25064
272,-4,10,-8,0,18369
272,-4,9,-8,1,27489
272,-4,9,-7,2,23415
272,-3,9,-7,0,25827
273,-4,9,-7,0,20309
273,-4,9,-8,0,22035
273,-4,9,-8,1,24555
273,-4,9,-7,1,24462
273,-4,9,-7,2,29055
273,-4,9,-8,2,29745
273,-3,9,-7,0,32174
273,-3,9,-8,2,48981
274,-4,9,-8,0,22831
274,-4,9,-7,0,23674
274,-4,9,-7,1,24744
274,-4,9,-8,1,26193
274,-4,10,-7,1,25678
274,-4,10,-8,1,26630
274,-4,9,-7,2,30256
274,-3,9,-8,0,33690
275,-4,9,-8,0,22047
275,-4,9,-7,0,24883
275,-4,9,-6,0,25390
275,-4,9,-7,1,26656
275,-4,9,-8,1,27110
275,-4,10,-7,2,27514
275,-4,9,-8,2,28977
275,-4,9,-7,2,28883
276,-4,9,-6,0,19541
276,-4,9,-8,0,23355
276,-4,9,-8,1,27264
276,-4,9,-7,0,27667
276,-4,9,-8,2,30592
276,-4,10,-8,2,31163
276,-3,9,-8,1,38918
276,-3,9,-8,2,50286
277,-4,9,-8,0,22480
277,-4,9,-7,0,24453
277,-4,9,-8,1,26235
277,-4,9,-7,1,27002
277,-4,9,-8,2,31131
277,-4,10,-8,2,30824
277,-3,9,-8,0,31661
277,-3,9,-8,1,44424
278,-4,9,-7,0,21021
278,-4,9,-8,0,23074
278,-4,10,-8,0,23321
278,-4,9,-8,1,26584
278,-4,9,-7,2,27347
278,-4,9,-7,1,28513
278,-4,9,-8,2,29780
278,-3,9,-8,2,54392
279,-4,9,-7,0,21400
279,-4,9,-8,0,23441
279,-4,10,-8,0,23197
279,-4,9,-7,1,25608
279,-4,9,-8,1,26858
279,-4,9,-7,2,28362
279,-4,9,-8,2,29656
279,-3,9,-7,0,34011
280,-4,9,-7,0,22709
280,-4,9,-7,1,25999
280,-4,9,-8,0,29727
280,-4,9,-8,1,30901
280,-4,9,-8,2,35004
280,-3,9,-8,0,36158
280,-3,9,-8,1,43338
280,-3,9,-8,2,49320
281,-4,9,-7,0,22034
281,-4,9,-8,0,23934
281,-4,9,-7,1,25263
281,-4,9,-8,1,28571
281,-4,9,-8,2,34223
281,-3,9,-8,0,36611
281,-3,9,-8,1,40582
281,-3,9,-8,2,51952
282,-4,9,-7,0,21834
282,-4,9,-8,0,24022
282,-4,10,-8,0,23984
282,-4,9,-8,1,29843
282,-4,9,-8,2,29945
282,-4,9,-7,2,30411
282,-4,10,-8,1,31189
282,-3,9,-7,0,33471
283,-4,10,-7,0,22060
283,-4,9,-7,0,22882
283,-4,10,-8,0,24683
283,-4,9,-8,0,25827
283,-4,9,-8,1,28629
283,-4,9,-8,2,32019
283,-3,9,-7,0,38507
283,-3,9,-8,1,43292
284,-4,9,-8,0,23319
284,-4,9,-7,0,23393
284,-4,10,-8,0,24345
284,-4,9,-8,1,28424
284,-4,10,-8,1,27144
284,-4,9,-7,2,28321
284,-4,10,-7,0,23685
284,-4,9,-8,2,32328
285,-4,9,-7,0,22859
285,-4,9,-8,0,24286
285,-4,9,-7,1,26284
285,-4,9,-8,1,28813
285,-4,10,-8,1,29705
285,-4,9,-8,2,33607
285,-4,10,-8,2,35662
285,-3,9,-8,0,37838
286,-4,9,-8,0,25803
286,-4,10,-8,0,26779
286,-4,9,-7,1,27927
286,-4,9,-7,0,28945
286,-4,9,-8,1,29708
286,-4,10,-8,1,31633
286,-4,9,-7,2,33181
286,-4,9,-8,2,35034
287,-4,9,-6,0,23655
287,-4,9,-8,0,26247
287,-4,9,-8,1,26469
287,-4,9,-7,0,26822
287,-4,9,-7,1,30571
287,-4,9,-8,2,33667
287,-4,10,-8,1,27431
287,-4,10,-8,2,31022
288,-4,9,-7,0,24453
288,-4,9,-6,0,24095
288,-4,9,-8,0,25678
288,-4,10,-8,0,25919
288,-4,9,-7,1,28636
288,-4,9,-7,2,32320
288,-4,9,-8,1,33404
288,-4,9,-8,2,36284
289,-4,9,-7,0,24620
289,-4,9,-8,0,26724
289,-4,9,-7,1,27818
289,-4,9,-8,1,30222
289,-4,10,-7,1,30353
289,-4,9,-7,2,33903
289,-4,9,-8,2,37470
289,-3,9,-8,1,47804
290,-4,9,-6,0,27505
290,-4,9,-7,0,28463
290,-4,9,-8,1,32802
290,-4,9,-8,0,33305
290,-4,10,-8,2,37716
290,-4,9,-8,2,38700
290,-3,9,-7,0,42128
290,-3,9,-8,0,44128
291,-4,9,-8,0,29025
291,-4,9,-7,0,29781
291,-4,9,-7,1,32247
291,-4,9,-8,1,33718
291,-4,9,-7,2,35373
291,-4,10,-8,2,38294
291,-4,9,-8,2,42953
291,-3,9,-8,0,45034
292,-4,9,-7,0,29731
292,-4,9,-8,0,30579
292,-4,9,-8,1,35435
292,-4,9,-7,1,35302
292,-4,9,-8,2,40899
292,-3,9,-8,0,48216
292,-3,9,-8,1,56031
292,-3,9,-8,2,72425
293,-4,9,-7,0,27560
293,-4,9,-8,0,28910
293,-4,10,-8,0,30279
293,-4,9,-8,1,35729
293,-4,9,-8,2,36775
293,-4,10,-8,2,40279
293,-3,9,-7,0,43945
293,-3,9,-8,0,48015
294,-4,9,-8,0,34797
294,-4,9,-7,0,38309
294,-4,10,-8,1,38389
294,-4,9,-8,1,39221
294,-4,9,-7,1,41927
294,-4,9,-7,2,43225
294,-4,9,-8,2,43521
294,-3,9,-8,2,87323
295,-4,10,-7,0,31060
295,-4,9,-7,0,32471
295,-4,9,-8,0,33849
295,-4,9,-8,1,37379
295,-4,9,-7,1,36814
295,-4,9,-8,2,42712
295,-4,9,-7,2,42773
295,-3,9,-7,1,70546
296,-4,9,-6,0,30211
296,-4,9,-8,0,32867
296,-4,9,-7,0,38507
296,-4,9,-8,1,39347
296,-4,9,-7,1,39135
296,-4,9,-8,2,43648
296,-4,9,-7,2,45774
296,-3,9,-8,0,50464
297,-4,10,-7,0,31335
297,-4,9,-7,0,32089
297,-4,9,-8,0,34108
297,-4,10,-8,0,33720
297,-4,9,-8,1,37583
297,-4,10,-8,1,37446
297,-4,9,-8,2,41504
297,-3,9,-8,0,57987
298,-4,9,-7,0,31084
298,-4,9,-8,0,37019
298,-4,9,-8,1,38376
298,-4,9,-7,1,38553
298,-4,10,-8,1,42305
298,-4,9,-7,2,44420
298,-4,9,-8,2,45287
298,-3,9,-8,2,88604
299,-4,9,-7,0,31539
299,-4,9,-8,0,33873
299,-4,10,-7,0,33976
299,-4,9,-7,1,36596
299,-4,9,-8,1,37553
299,-4,10,-8,1,38207
299,-4,9,-8,2,43014
299,-4,9,-7,2,43277
300,-4,9,-6,0,29269
300,-4,9,-8,0,35199
300,-4,9,-7,0,35737
300,-4,10,-8,0,35491
300,-4,9,-8,1,36379
300,-4,9,-7,2,42880
300,-4,9,-8,2,44209
300,-3,9,-8,1,68385
301,-4,9,-6,0,29290
301,-4,9,-7,0,32295
301,-4,9,-8,0,33849
301,-4,9,-6,1,35606
301,-4,9,-8,2,42638
301,-4,10,-8,2,43284
301,-4,9,-7,2,45790
301,-3,9,-7,0,52175
302,-4,9,-6,0,29625
302,-4,9,-8,0,34505
302,-4,10,-8,0,36573
302,-4,9,-7,0,37785
302,-4,9,-8,1,39128
302,-4,9,-8,2,44633
302,-3,9,-6,0,49063
302,-3,9,-7,0,49397
303,-4,9,-6,0,29694
303,-4,9,-7,0,36450
303,-4,9,-6,1,37088
303,-4,9,-8,0,37965
303,-4,9,-8,1,40488
303,-4,9,-7,1,43107
303,-4,9,-8,2,45267
303,-3,9,-8,0,53030
304,-4,9,-6,0,30024
304,-4,10,-6,0,30238
304,-4,9,-7,0,34212
304,-4,9,-8,0,36349
304,-4,9,-6,1,35969
304,-4,9,-7,2,41714
304,-4,9,-8,2,44036
304,-3,9,-7,0,50594
305,-4,9,-5,0,29538
305,-4,9,-7,0,32913
305,-4,9,-6,0,32643
305,-4,9,-8,0,38077
305,-4,9,-8,1,41761
305,-4,9,-7,2,42243
305,-4,10,-8,1,43324
305,-4,9,-8,2,49202
306,-4,9,-6,0,31150
306,-4,9,-7,0,33549
306,-4,9,-8,0,36847
306,-4,9,-6,1,37577
306,-4,9,-8,1,42662
306,-4,9,-8,2,48981
306,-3,9,-7,0,55196
306,-3,9,-8,0,56518
307,-4,9,-6,0,35601
307,-4,9,-7,0,39057
307,-4,9,-8,0,40271
307,-4,10,-8,0,40776
307,-4,9,-8,2,53314
307,-3,9,-8,0,63999
307,-3,9,-7,0,64143
307,-3,9,-8,1,76072
308,-4,9,-8,0,45358
308,-4,9,-8,2,72311
308,-3,9,-8,0,85825
308,-3,9,-7,0,89261
308,-3,10,-8,0,98858
308,-3,9,-7,1,105554
308,-3,9,-8,1,109856
308,-3,10,-8,1,114014
309,-4,9,-7,0,48506
309,-3,9,-7,0,104047
309,-3,10,-8,0,106268
309,-3,9,-8,0,107636
309,-3,9,-6,1,117446
309,-3,9,-7,1,123052
309,-3,9,-8,1,130645
309,-2,9,-8,0,172633
310,-4,9,-8,0,46870
310,-3,9,-7,0,83888
310,-3,9,-6,0,84583
310,-3,9,-8,0,86488
310,-3,9,-6,1,98090
310,-3,9,-7,1,108619
310,-2,9,-8,0,145446
310,-2,10,-8,0,165592
311,-4,9,-7,0,44101
311,-3,9,-7,0,66028
311,-3,9,-6,0,67063
311,-3,9,-6,1,73251
311,-3,10,-6,1,77581
311,-3,9,-7,1,82275
311,-2,9,-6,0,102862
311,-2,9,-7,1,137772
312,-4,9,-7,0,32051
312,-4,9,-7,1,39814
312,-3,9,-6,0,52508
312,-3,9,-7,0,56847
312,-3,9,-7,1,67871
312,-3,9,-6,2,77527
312,-2,9,-7,1,114859
312,-1,9,-7,1,258099
313,-4,9,-6,0,30055
313,-3,10,-7,0,55361
313,-3,9,-7,0,55866
313,-3,9,-6,0,57476
313,-3,9,-6,1,63306
313,-3,9,-7,1,65606
313,-2,9,-7,1,113072
313,-2,9,-7,2,136942
314,-3,9,-7,0,53993
314,-3,10,-7,0,54768
314,-3,9,-6,1,59205
314,-3,9,-7,1,61914
314,-2,9,-7,0,80423
314,-2,9,-7,1,95724
314,-2,9,-7,2,119998
314,-2,9,-8,2,123238
315,-3,9,-7,1,63388
315,-2,9,-7,0,88275
315,-2,10,-7,0,92099
315,-2,9,-6,1,98507
315,-2,9,-7,1,105618
315,-2,9,-8,1,112163
315,-2,9,-8,2,125863
315,-2,9,-7,2,130152
316,-3,9,-6,1,53319
316,-2,9,-7,0,75843
316,-3,9,-8,2,76700
316,-2,9,-8,0,77132
316,-2,9,-6,1,85954
316,-2,9,-8,1,94643
316,-2,9,-7,2,109994
316,-2,9,-8,2,111428
317,-2,9,-6,0,69111
317,-2,9,-7,0,75842
317,-2,9,-6,1,87034
317,-2,9,-8,1,90578
317,-2,10,-8,1,95494
317,-1,9,-7,0,107152
317,-2,9,-8,2,110316
317,-2,10,-8,2,112925
318,-2,9,-7,1,94953
318,-2,10,-7,1,94563
318,-2,9,-8,1,103404
318,-2,10,-8,1,103878
318,-2,9,-8,2,113402
318,-2,10,-8,2,118307
318,-2,11,-8,2,120381
318,-1,9,-8,2,177861
319,-3,9,-8,1,58247
319,-3,9,-8,2,70714
319,-2,9,-7,1,85845
319,-2,9,-8,1,92108
319,-2,10,-7,1,92314
319,-2,9,-8,2,106285
319,-1,9,-8,1,143468
319,-1,10,-8,1,156953
320,-3,9,-8,1,55338
320,-3,9,-7,1,56254
320,-3,11,-8,1,56110
320,-3,10,-8,1,58708
320,-3,9,-8,2,62105
320,-2,10,-8,1,80624
320,-2,9,-8,1,89169
320,-2,9,-8,2,99279
321,-4,9,-8,1,35056
321,-3,9,-8,0,42932
321,-3,9,-6,1,46595
321,-3,9,-7,0,48385
321,-3,9,-7,1,52462
321,-3,9,-8,1,55785
321,-3,9,-7,2,57909
321,-2,9,-8,1,75706
322,-4,9,-7,0,26232
322,-4,10,-8,0,27844
322,-4,9,-8,0,28384
322,-4,9,-7,1,28702
322,-4,9,-8,1,31757
322,-4,9,-8,2,35279
322,-3,9,-8,1,47147
322,-2,9,-8,1,69601
323,-4,10,-7,0,26240
323,-4,9,-8,0,27747
323,-4,10,-8,0,28067
323,-4,9,-8,1,33940
323,-4,9,-7,2,36047
323,-4,9,-8,2,40175
323,-3,9,-8,0,40603
323,-3,9,-8,1,42904
324,-4,9,-7,0,28750
324,-4,9,-8,0,29719
324,-4,9,-8,1,31485
324,-4,9,-7,2,34190
324,-4,9,-8,2,38661
324,-3,9,-8,0,40242
324,-3,9,-7,0,40139
324,-3,9,-8,2,51384
325,-4,9,-7,0,26261
325,-4,10,-8,0,29274
325,-4,9,-8,0,29754
325,-4,9,-8,1,31591
325,-4,9,-8,2,35607
325,-4,9,-7,2,35436
325,-3,9,-8,0,38766
325,-3,10,-8,0,40811
326,-4,9,-8,0,28668
326,-4,10,-8,0,30820
326,-4,10,-8,1,33059
326,-4,9,-8,1,36493
326,-4,9,-7,2,36731
326,-4,9,-8,2,37414
326,-3,9,-8,1,43350
326,-3,9,-8,0,45061
327,-4,10,-8,0,27497
327,-4,9,-8,0,27970
327,-4,9,-8,1,31681
327,-4,9,-8,2,34643
327,-4,10,-8,2,37363
327,-3,9,-8,0,40839
327,-3,9,-8,1,43512
327,-3,9,-8,2,55915
328,-4,9,-8,0,27080
328,-4,9,-8,1,31521
328,-4,10,-8,0,33029
328,-4,9,-7,2,36400
328,-4,9,-8,2,36950
328,-4,10,-8,2,39922
328,-3,9,-8,0,41822
328,-3,9,-8,2,49080
329,-4,10,-8,0,27725
329,-4,9,-8,0,28547
329,-4,9,-8,1,32521
329,-4,9,-7,2,33142
329,-4,9,-8,2,35930
329,-4,10,-8,1,37196
329,-3,9,-8,0,40005
329,-3,10,-8,0,42714
330,-4,9,-7,0,26145
330,-4,10,-8,0,26882
330,-4,9,-8,0,27323
330,-4,9,-8,1,30307
330,-4,9,-8,2,33233
330,-4,10,-8,2,37777
330,-3,9,-8,0,38256
330,-3,9,-8,1,39618
331,-4,9,-7,0,27058
331,-4,9,-8,0,29423
331,-4,9,-7,1,30674
331,-4,9,-8,1,32814
331,-4,9,-7,2,33708
331,-3,9,-7,0,38421
331,-3,9,-8,0,42944
331,-2,9,-8,0,53882
332,-4,10,-7,0,25391
332,-4,10,-8,0,26530
332,-4,9,-8,0,27080
332,-4,9,-7,0,27994
332,-4,9,-7,2,33136
332,-4,9,-8,2,34690
332,-3,9,-7,0,36040
332,-3,9,-8,0,38123
333,-4,11,-8,0,27110
333,-4,10,-8,0,28872
333,-4,10,-8,1,31084
333,-4,9,-8,0,31582
333,-4,9,-8,1,31707
333,-4,10,-8,2,36382
333,-3,9,-8,0,38967
333,-3,9,-8,1,42880
334,-4,11,-8,0,27111
334,-4,9,-8,0,27543
334,-4,10,-8,0,27439
334,-4,9,-8,1,32953
334,-4,9,-8,2,35036
334,-4,10,-8,2,34965
334,-3,9,-8,0,40644
334,-3,9,-8,2,50035
335,-4,10,-8,0,26009
335,-4,9,-8,0,28379
335,-4,10,-7,1,26737
335,-4,9,-8,2,33624
335,-4,9,-8,1,33687
335,-4,10,-8,1,33864
335,-4,10,-8,2,35960
335,-4,11,-8,2,34666
336,-4,9,-7,0,27098
336,-4,10,-8,0,27075
336,-4,9,-8,0,29834
336,-4,9,-7,1,29741
336,-4,9,-8,1,32481
336,-3,9,-8,0,39110
336,-3,10,-8,0,41128
336,-3,9,-8,1,41947
337,-4,9,-6,0,26179
337,-4,9,-7,0,26617
337,-4,9,-8,0,27033
337,-4,10,-8,0,27609
337,-4,9,-8,1,30775
337,-4,10,-8,1,33323
337,-4,9,-8,2,34120
337,-3,9,-7,0,38455
338,-4,9,-8,0,28493
338,-4,9,-7,0,30780
338,-4,9,-8,1,33815
338,-4,9,-8,2,35082
338,-4,9,-7,2,34731
338,-4,10,-8,2,38161
338,-3,9,-8,0,38981
338,-3,9,-8,1,44196
339,-4,10,-8,0,27070
339,-4,9,-7,0,27797
339,-4,9,-8,0,29186
339,-4,9,-6,1,29538
339,-4,9,-7,1,30081
339,-4,9,-8,1,32723
339,-3,9,-7,0,41769
339,-3,9,-8,1,41986
340,-4,9,-8,0,27685
340,-4,10,-8,0,27308
340,-4,9,-7,1,30486
340,-4,9,-8,1,32769
340,-4,10,-8,2,34466
340,-3,9,-8,0,38265
340,-4,9,-8,2,40298
340,-3,9,-8,2,49954
341,-4,9,-7,0,25181
341,-4,9,-8,0,27398
341,-4,9,-7,1,29577
341,-4,9,-8,1,32736
341,-4,9,-8,2,36454
341,-3,9,-7,0,36875
341,-3,9,-8,0,38063
341,-3,10,-8,0,39016
342,-4,10,-7,0,26123
342,-4,9,-8,0,26966
342,-4,10,-8,0,26969
342,-4,9,-7,0,30438
342,-4,9,-8,1,30987
342,-4,11,-8,0,31372
342,-4,9,-8,2,35527
342,-3,9,-8,1,41381
343,-4,9,-7,0,27681
343,-4,9,-8,0,28116
343,-4,9,-8,1,28674
343,-4,9,-7,1,29222
343,-4,9,-8,2,35769
343,-3,9,-8,0,44076
343,-3,9,-8,1,41535
343,-3,9,-8,2,49419
344,-4,9,-6,0,25383
344,-4,9,-7,0,26902
344,-4,9,-8,0,27375
344,-4,10,-8,0,27182
344,-4,9,-8,1,29514
344,-4,10,-8,1,31017
344,-4,9,-8,2,33769
344,-3,9,-8,0,40205
345,-4,9,-8,0,27664
345,-4,9,-7,0,26143
345,-4,10,-7,1,29154
345,-4,9,-8,1,31510
345,-4,9,-7,1,30276
345,-4,9,-8,2,33865
345,-4,10,-8,1,32335
345,-4,9,-7,2,32753
346,-4,10,-7,0,26000
346,-4,9,-8,0,27726
346,-4,9,-7,1,28430
346,-4,9,-8,1,32579
346,-4,9,-7,2,32727
346,-4,9,-7,0,33173
346,-4,9,-8,2,34460
346,-3,9,-8,1,41514
347,-4,9,-6,0,22522
347,-4,10,-8,0,24929
347,-4,9,-7,0,26008
347,-4,9,-8,0,28401
347,-4,10,-7,0,29356
347,-3,9,-8,0,36983
347,-3,9,-7,0,36476
347,-2,9,-8,0,50378
348,-4,10,-7,0,25518
348,-4,9,-8,0,28069
348,-4,11,-8,0,27535
348,-4,10,-8,0,28603
